Location,Latitude,Longitude,Year,Magnitude
Himachal Pradesh,31.1048,77.1734,2016,6.0
"Darjeeling, West Bengal",27.036,88.2627,2023,9.5
Assam,26.2006,92.9376,2021,8.9
"Western Ghats, Maharashtra",18.5204,73.8567,2006,4.9
Ladakh,34.1526,77.577,2020,3.7
Assam,26.2006,92.9376,2012,4.6
Sikkim,27.533,88.5122,2022,4.6
Tripura,23.9408,91.9882,2007,6.8
Sikkim,27.533,88.5122,2010,1.3
"Western Ghats, Kerala",10.8505,76.2711,2015,9.5
Uttarakhand,30.0668,79.0193,2024,3.3
"Western Ghats, Karnataka",14.5204,75.7224,2004,5.3
Andhra Pradesh,15.9129,79.74,2005,3.6
Ladakh,34.1526,77.577,2020,9.9
Manipur,24.6637,93.9063,2016,2.8
Ladakh,34.1526,77.577,2004,1.6
Sikkim,27.533,88.5122,2005,4.0
Uttarakhand,30.0668,79.0193,2013,3.5
"Western Ghats, Karnataka",14.5204,75.7224,2020,6.2
Andhra Pradesh,15.9129,79.74,2012,8.5
Tamil Nadu,11.1271,78.6569,2019,2.7
"Western Ghats, Karnataka",14.5204,75.7224,2017,5.3
Meghalaya,25.467,91.3662,2004,6.6
Tamil Nadu,11.1271,78.6569,2008,7.9
Sikkim,27.533,88.5122,2015,1.6
Assam,26.2006,92.9376,2009,6.8
"Western Ghats, Maharashtra",18.5204,73.8567,2010,6.8
Andhra Pradesh,15.9129,79.74,2011,3.7
Himachal Pradesh,31.1048,77.1734,2012,3.2
Jammu and Kashmir,33.7782,76.5762,2023,2.6
Assam,26.2006,92.9376,2022,5.0
"Western Ghats, Kerala",10.8505,76.2711,2011,7.4
Sikkim,27.533,88.5122,2022,5.5
Uttarakhand,30.0668,79.0193,2012,1.2
"Western Ghats, Karnataka",14.5204,75.7224,2010,4.5
Jammu and Kashmir,33.7782,76.5762,2018,9.4
Ladakh,34.1526,77.577,2004,8.4
Tripura,23.9408,91.9882,2018,1.6
Assam,26.2006,92.9376,2018,8.1
Sikkim,27.533,88.5122,2016,8.6
Tripura,23.9408,91.9882,2016,4.2
Nagaland,26.1584,94.5624,2019,6.2
"Western Ghats, Maharashtra",18.5204,73.8567,2005,9.1
Manipur,24.6637,93.9063,2009,2.9
Andhra Pradesh,15.9129,79.74,2014,4.5
Andhra Pradesh,15.9129,79.74,2016,6.7
"Darjeeling, West Bengal",27.036,88.2627,2014,3.0
"Western Ghats, Maharashtra",18.5204,73.8567,2004,9.1
Tamil Nadu,11.1271,78.6569,2004,1.5
Ladakh,34.1526,77.577,2007,9.6
Manipur,24.6637,93.9063,2010,1.1
Mizoram,23.1645,92.9376,2004,3.8
Arunachal Pradesh,27.1004,93.6167,2020,1.6
"Western Ghats, Maharashtra",18.5204,73.8567,2009,7.4
Himachal Pradesh,31.1048,77.1734,2008,7.3
Sikkim,27.533,88.5122,2024,3.3
Uttarakhand,30.0668,79.0193,2007,1.9
Ladakh,34.1526,77.577,2013,2.6
Andhra Pradesh,15.9129,79.74,2015,4.9
Jammu and Kashmir,33.7782,76.5762,2006,2.4
Nagaland,26.1584,94.5624,2005,7.8
Ladakh,34.1526,77.577,2010,7.8
Jammu and Kashmir,33.7782,76.5762,2005,1.4
"Western Ghats, Kerala",10.8505,76.2711,2023,3.8
Jammu and Kashmir,33.7782,76.5762,2011,6.2
Tripura,23.9408,91.9882,2017,9.8
Ladakh,34.1526,77.577,2017,7.6
Arunachal Pradesh,27.1004,93.6167,2017,9.9
Mizoram,23.1645,92.9376,2006,6.1
Himachal Pradesh,31.1048,77.1734,2012,2.8
Assam,26.2006,92.9376,2007,7.0
Tripura,23.9408,91.9882,2012,3.7
Mizoram,23.1645,92.9376,2005,6.8
"Western Ghats, Karnataka",14.5204,75.7224,2024,6.9
"Western Ghats, Maharashtra",18.5204,73.8567,2013,9.1
Mizoram,23.1645,92.9376,2007,6.6
"Western Ghats, Kerala",10.8505,76.2711,2016,4.4
Nagaland,26.1584,94.5624,2004,4.1
Andhra Pradesh,15.9129,79.74,2015,1.5
Tripura,23.9408,91.9882,2022,1.6
Tripura,23.9408,91.9882,2014,5.7
Ladakh,34.1526,77.577,2007,8.3
Arunachal Pradesh,27.1004,93.6167,2022,7.3
"Western Ghats, Karnataka",14.5204,75.7224,2022,6.9
"Western Ghats, Karnataka",14.5204,75.7224,2015,4.3
Jammu and Kashmir,33.7782,76.5762,2016,4.3
Mizoram,23.1645,92.9376,2022,3.6
Uttarakhand,30.0668,79.0193,2024,9.2
Tamil Nadu,11.1271,78.6569,2006,1.2
Assam,26.2006,92.9376,2017,1.2
Tamil Nadu,11.1271,78.6569,2015,8.4
Andhra Pradesh,15.9129,79.74,2007,8.6
Tamil Nadu,11.1271,78.6569,2020,2.7
"Western Ghats, Maharashtra",18.5204,73.8567,2006,2.6
Mizoram,23.1645,92.9376,2016,1.5
Himachal Pradesh,31.1048,77.1734,2016,4.3
Tripura,23.9408,91.9882,2013,4.9
"Western Ghats, Karnataka",14.5204,75.7224,2023,3.3
"Darjeeling, West Bengal",27.036,88.2627,2014,7.6
Himachal Pradesh,31.1048,77.1734,2012,3.8
Tamil Nadu,11.1271,78.6569,2018,4.6
Mizoram,23.1645,92.9376,2019,4.5
Andhra Pradesh,15.9129,79.74,2021,2.9
Meghalaya,25.467,91.3662,2020,8.3
Nagaland,26.1584,94.5624,2011,2.5
Manipur,24.6637,93.9063,2022,6.2
Tripura,23.9408,91.9882,2011,5.8
Sikkim,27.533,88.5122,2019,8.7
"Western Ghats, Maharashtra",18.5204,73.8567,2009,2.6
Arunachal Pradesh,27.1004,93.6167,2024,9.7
Andhra Pradesh,15.9129,79.74,2004,8.3
Sikkim,27.533,88.5122,2007,3.9
Himachal Pradesh,31.1048,77.1734,2023,1.3
Tripura,23.9408,91.9882,2009,6.1
Nagaland,26.1584,94.5624,2006,4.3
Uttarakhand,30.0668,79.0193,2004,8.1
Manipur,24.6637,93.9063,2018,4.0
"Darjeeling, West Bengal",27.036,88.2627,2011,4.1
Mizoram,23.1645,92.9376,2011,5.9
"Darjeeling, West Bengal",27.036,88.2627,2023,2.3
Andhra Pradesh,15.9129,79.74,2019,6.5
Meghalaya,25.467,91.3662,2019,1.8
Himachal Pradesh,31.1048,77.1734,2022,1.3
Himachal Pradesh,31.1048,77.1734,2021,2.5
"Western Ghats, Kerala",10.8505,76.2711,2021,9.9
Meghalaya,25.467,91.3662,2013,1.8
Arunachal Pradesh,27.1004,93.6167,2012,4.1
Mizoram,23.1645,92.9376,2024,3.4
Assam,26.2006,92.9376,2007,4.7
Ladakh,34.1526,77.577,2005,1.9
"Western Ghats, Maharashtra",18.5204,73.8567,2018,5.6
Arunachal Pradesh,27.1004,93.6167,2009,7.1
Nagaland,26.1584,94.5624,2021,8.7
Jammu and Kashmir,33.7782,76.5762,2019,5.2
"Western Ghats, Maharashtra",18.5204,73.8567,2004,3.8
Nagaland,26.1584,94.5624,2023,8.4
Uttarakhand,30.0668,79.0193,2017,4.3
Manipur,24.6637,93.9063,2016,5.1
Tamil Nadu,11.1271,78.6569,2013,8.4
Mizoram,23.1645,92.9376,2005,6.9
Jammu and Kashmir,33.7782,76.5762,2023,6.4
Nagaland,26.1584,94.5624,2010,6.3
Ladakh,34.1526,77.577,2019,1.3
Mizoram,23.1645,92.9376,2015,1.2
Himachal Pradesh,31.1048,77.1734,2015,2.2
Tripura,23.9408,91.9882,2011,7.4
Tripura,23.9408,91.9882,2016,3.7
"Western Ghats, Kerala",10.8505,76.2711,2016,7.9
Mizoram,23.1645,92.9376,2006,3.0
Meghalaya,25.467,91.3662,2011,2.2
"Western Ghats, Kerala",10.8505,76.2711,2014,3.9
Manipur,24.6637,93.9063,2014,7.1
Meghalaya,25.467,91.3662,2022,9.5
"Darjeeling, West Bengal",27.036,88.2627,2012,4.0
"Western Ghats, Maharashtra",18.5204,73.8567,2004,7.7
"Western Ghats, Maharashtra",18.5204,73.8567,2024,9.0
"Darjeeling, West Bengal",27.036,88.2627,2018,4.6
"Western Ghats, Kerala",10.8505,76.2711,2008,2.9
Nagaland,26.1584,94.5624,2023,6.6
Sikkim,27.533,88.5122,2024,1.4
Uttarakhand,30.0668,79.0193,2017,7.1
Ladakh,34.1526,77.577,2013,2.6
Arunachal Pradesh,27.1004,93.6167,2022,2.2
Tripura,23.9408,91.9882,2024,1.7
Sikkim,27.533,88.5122,2009,3.3
"Western Ghats, Maharashtra",18.5204,73.8567,2014,6.1
Meghalaya,25.467,91.3662,2015,2.1
Assam,26.2006,92.9376,2008,6.9
Uttarakhand,30.0668,79.0193,2007,3.6
Manipur,24.6637,93.9063,2005,8.8
Manipur,24.6637,93.9063,2012,2.5
Mizoram,23.1645,92.9376,2009,8.8
Arunachal Pradesh,27.1004,93.6167,2008,5.0
"Western Ghats, Kerala",10.8505,76.2711,2014,3.2
Andhra Pradesh,15.9129,79.74,2015,6.6
"Western Ghats, Maharashtra",18.5204,73.8567,2007,3.3
Himachal Pradesh,31.1048,77.1734,2012,3.6
Sikkim,27.533,88.5122,2019,5.4
Tripura,23.9408,91.9882,2015,8.7
Manipur,24.6637,93.9063,2019,3.3
Tamil Nadu,11.1271,78.6569,2014,9.3
Tripura,23.9408,91.9882,2019,9.9
"Western Ghats, Karnataka",14.5204,75.7224,2021,3.2
Jammu and Kashmir,33.7782,76.5762,2022,7.7
Meghalaya,25.467,91.3662,2004,8.5
Sikkim,27.533,88.5122,2015,1.2
Tamil Nadu,11.1271,78.6569,2013,3.8
"Western Ghats, Kerala",10.8505,76.2711,2021,5.6
Meghalaya,25.467,91.3662,2015,7.0
Ladakh,34.1526,77.577,2024,5.2
Ladakh,34.1526,77.577,2011,2.2
Manipur,24.6637,93.9063,2016,8.9
Tamil Nadu,11.1271,78.6569,2006,9.0
Tripura,23.9408,91.9882,2024,8.0
Assam,26.2006,92.9376,2023,1.9
Tripura,23.9408,91.9882,2016,2.4
Andhra Pradesh,15.9129,79.74,2014,3.0
Andhra Pradesh,15.9129,79.74,2020,6.4
Sikkim,27.533,88.5122,2012,3.7
Himachal Pradesh,31.1048,77.1734,2015,5.2
"Western Ghats, Maharashtra",18.5204,73.8567,2007,5.2
Sikkim,27.533,88.5122,2024,2.3
"Darjeeling, West Bengal",27.036,88.2627,2019,6.0
Tripura,23.9408,91.9882,2012,3.4
Manipur,24.6637,93.9063,2018,3.9
Himachal Pradesh,31.1048,77.1734,2022,5.6
"Western Ghats, Maharashtra",18.5204,73.8567,2018,5.2
"Western Ghats, Karnataka",14.5204,75.7224,2014,2.8
"Western Ghats, Maharashtra",18.5204,73.8567,2004,1.5
Nagaland,26.1584,94.5624,2020,4.5
Sikkim,27.533,88.5122,2022,4.4
Manipur,24.6637,93.9063,2015,2.1
Assam,26.2006,92.9376,2007,8.5
Uttarakhand,30.0668,79.0193,2014,6.6
Sikkim,27.533,88.5122,2010,8.8
Uttarakhand,30.0668,79.0193,2016,9.7
Uttarakhand,30.0668,79.0193,2009,6.5
Arunachal Pradesh,27.1004,93.6167,2016,2.1
Tamil Nadu,11.1271,78.6569,2017,3.7
Meghalaya,25.467,91.3662,2021,9.7
Jammu and Kashmir,33.7782,76.5762,2005,6.9
Meghalaya,25.467,91.3662,2021,2.3
Sikkim,27.533,88.5122,2005,1.5
"Western Ghats, Maharashtra",18.5204,73.8567,2017,7.3
Manipur,24.6637,93.9063,2024,6.8
Tamil Nadu,11.1271,78.6569,2019,2.1
"Darjeeling, West Bengal",27.036,88.2627,2013,1.8
Manipur,24.6637,93.9063,2013,6.8
Andhra Pradesh,15.9129,79.74,2020,7.0
Ladakh,34.1526,77.577,2017,5.6
"Western Ghats, Kerala",10.8505,76.2711,2021,9.1
Tamil Nadu,11.1271,78.6569,2005,9.1
"Western Ghats, Maharashtra",18.5204,73.8567,2010,2.4
Sikkim,27.533,88.5122,2019,6.2
Ladakh,34.1526,77.577,2019,3.8
Sikkim,27.533,88.5122,2010,4.3
Meghalaya,25.467,91.3662,2005,9.6
Uttarakhand,30.0668,79.0193,2005,3.5
Ladakh,34.1526,77.577,2009,4.3
Mizoram,23.1645,92.9376,2016,8.3
Tripura,23.9408,91.9882,2015,9.8
"Western Ghats, Maharashtra",18.5204,73.8567,2010,6.2
"Western Ghats, Kerala",10.8505,76.2711,2012,2.5
Himachal Pradesh,31.1048,77.1734,2007,8.0
Tripura,23.9408,91.9882,2024,5.7
"Darjeeling, West Bengal",27.036,88.2627,2016,4.0
Uttarakhand,30.0668,79.0193,2024,1.1
Andhra Pradesh,15.9129,79.74,2011,8.9
Himachal Pradesh,31.1048,77.1734,2016,9.9
Arunachal Pradesh,27.1004,93.6167,2017,3.9
Tamil Nadu,11.1271,78.6569,2023,3.7
Tamil Nadu,11.1271,78.6569,2004,9.4
"Darjeeling, West Bengal",27.036,88.2627,2021,3.8
"Western Ghats, Karnataka",14.5204,75.7224,2016,9.6
Assam,26.2006,92.9376,2011,2.4
Arunachal Pradesh,27.1004,93.6167,2013,7.9
"Western Ghats, Kerala",10.8505,76.2711,2022,3.0
"Western Ghats, Kerala",10.8505,76.2711,2018,8.0
Andhra Pradesh,15.9129,79.74,2015,9.3
Tripura,23.9408,91.9882,2014,5.3
Andhra Pradesh,15.9129,79.74,2006,3.7
"Darjeeling, West Bengal",27.036,88.2627,2010,5.9
Mizoram,23.1645,92.9376,2024,7.7
"Western Ghats, Kerala",10.8505,76.2711,2017,4.6
"Western Ghats, Karnataka",14.5204,75.7224,2015,4.8
Ladakh,34.1526,77.577,2023,3.6
Assam,26.2006,92.9376,2023,7.1
Mizoram,23.1645,92.9376,2006,2.3
Nagaland,26.1584,94.5624,2023,2.9
Manipur,24.6637,93.9063,2013,6.8
Arunachal Pradesh,27.1004,93.6167,2018,1.5
Jammu and Kashmir,33.7782,76.5762,2017,3.1
Arunachal Pradesh,27.1004,93.6167,2023,5.7
Uttarakhand,30.0668,79.0193,2024,3.8
Tripura,23.9408,91.9882,2010,5.6
Ladakh,34.1526,77.577,2012,2.1
Ladakh,34.1526,77.577,2014,3.5
Manipur,24.6637,93.9063,2011,1.4
Arunachal Pradesh,27.1004,93.6167,2020,4.4
"Western Ghats, Karnataka",14.5204,75.7224,2010,4.2
Ladakh,34.1526,77.577,2020,7.5
Arunachal Pradesh,27.1004,93.6167,2019,9.5
"Western Ghats, Karnataka",14.5204,75.7224,2007,8.6
Meghalaya,25.467,91.3662,2007,9.0
Meghalaya,25.467,91.3662,2009,8.0
Arunachal Pradesh,27.1004,93.6167,2020,9.3
Tamil Nadu,11.1271,78.6569,2013,9.9
Tamil Nadu,11.1271,78.6569,2011,6.2
Arunachal Pradesh,27.1004,93.6167,2004,7.7
Himachal Pradesh,31.1048,77.1734,2017,2.3
"Western Ghats, Karnataka",14.5204,75.7224,2020,7.5
Meghalaya,25.467,91.3662,2009,2.7
Nagaland,26.1584,94.5624,2006,9.8
Uttarakhand,30.0668,79.0193,2021,9.5
"Western Ghats, Karnataka",14.5204,75.7224,2008,8.8
Andhra Pradesh,15.9129,79.74,2010,3.4
Meghalaya,25.467,91.3662,2017,8.0
Nagaland,26.1584,94.5624,2018,4.7
Mizoram,23.1645,92.9376,2014,2.7
Meghalaya,25.467,91.3662,2013,5.2
"Western Ghats, Karnataka",14.5204,75.7224,2016,2.1
Ladakh,34.1526,77.577,2006,2.4
Nagaland,26.1584,94.5624,2013,4.4
"Western Ghats, Maharashtra",18.5204,73.8567,2004,5.6
Ladakh,34.1526,77.577,2022,4.5
"Western Ghats, Maharashtra",18.5204,73.8567,2021,2.5
Meghalaya,25.467,91.3662,2017,2.4
Assam,26.2006,92.9376,2023,9.2
Nagaland,26.1584,94.5624,2020,4.4
Tamil Nadu,11.1271,78.6569,2004,1.8
Mizoram,23.1645,92.9376,2022,5.0
Nagaland,26.1584,94.5624,2004,8.0
Tamil Nadu,11.1271,78.6569,2009,2.3
Meghalaya,25.467,91.3662,2011,9.6
Ladakh,34.1526,77.577,2010,7.2
Meghalaya,25.467,91.3662,2022,7.3
Manipur,24.6637,93.9063,2006,5.2
Tamil Nadu,11.1271,78.6569,2019,8.4
Tripura,23.9408,91.9882,2008,6.6
"Western Ghats, Kerala",10.8505,76.2711,2021,7.9
Andhra Pradesh,15.9129,79.74,2020,5.7
"Darjeeling, West Bengal",27.036,88.2627,2007,3.2
"Western Ghats, Kerala",10.8505,76.2711,2004,4.4
Tamil Nadu,11.1271,78.6569,2013,9.3
Ladakh,34.1526,77.577,2014,5.6
"Western Ghats, Karnataka",14.5204,75.7224,2005,3.1
"Darjeeling, West Bengal",27.036,88.2627,2018,9.3
"Western Ghats, Karnataka",14.5204,75.7224,2018,9.7
Tripura,23.9408,91.9882,2018,1.7
Andhra Pradesh,15.9129,79.74,2024,7.9
"Western Ghats, Kerala",10.8505,76.2711,2022,1.8
Mizoram,23.1645,92.9376,2018,2.0
Meghalaya,25.467,91.3662,2012,8.0
Andhra Pradesh,15.9129,79.74,2021,2.0
"Western Ghats, Kerala",10.8505,76.2711,2012,7.3
Uttarakhand,30.0668,79.0193,2020,7.3
Himachal Pradesh,31.1048,77.1734,2024,3.2
Sikkim,27.533,88.5122,2008,6.8
Tamil Nadu,11.1271,78.6569,2007,4.6
Andhra Pradesh,15.9129,79.74,2023,2.8
Himachal Pradesh,31.1048,77.1734,2004,2.0
Manipur,24.6637,93.9063,2020,2.0
Uttarakhand,30.0668,79.0193,2011,6.4
Arunachal Pradesh,27.1004,93.6167,2016,4.4
Tripura,23.9408,91.9882,2013,6.4
Manipur,24.6637,93.9063,2012,2.0
Jammu and Kashmir,33.7782,76.5762,2015,1.1
Mizoram,23.1645,92.9376,2008,8.1
Sikkim,27.533,88.5122,2009,3.7
Meghalaya,25.467,91.3662,2019,8.3
Nagaland,26.1584,94.5624,2018,6.8
Andhra Pradesh,15.9129,79.74,2008,6.3
Manipur,24.6637,93.9063,2023,7.3
"Western Ghats, Karnataka",14.5204,75.7224,2011,5.3
Uttarakhand,30.0668,79.0193,2015,4.6
Mizoram,23.1645,92.9376,2014,9.0
"Western Ghats, Kerala",10.8505,76.2711,2006,8.1
Nagaland,26.1584,94.5624,2006,6.4
Tamil Nadu,11.1271,78.6569,2019,1.9
Tripura,23.9408,91.9882,2011,2.5
Andhra Pradesh,15.9129,79.74,2014,7.7
Manipur,24.6637,93.9063,2017,3.2
Meghalaya,25.467,91.3662,2010,6.6
"Western Ghats, Kerala",10.8505,76.2711,2017,6.5
Arunachal Pradesh,27.1004,93.6167,2008,5.5
Manipur,24.6637,93.9063,2014,1.2
Tamil Nadu,11.1271,78.6569,2009,4.9
"Western Ghats, Maharashtra",18.5204,73.8567,2013,8.8
"Western Ghats, Maharashtra",18.5204,73.8567,2013,4.2
Tamil Nadu,11.1271,78.6569,2008,7.3
Assam,26.2006,92.9376,2015,2.3
Himachal Pradesh,31.1048,77.1734,2024,3.9
Andhra Pradesh,15.9129,79.74,2010,8.6
Manipur,24.6637,93.9063,2015,9.7
"Western Ghats, Kerala",10.8505,76.2711,2016,6.7
Assam,26.2006,92.9376,2019,8.0
Assam,26.2006,92.9376,2011,5.1
Manipur,24.6637,93.9063,2005,4.1
Himachal Pradesh,31.1048,77.1734,2013,8.2
"Western Ghats, Maharashtra",18.5204,73.8567,2008,3.9
Nagaland,26.1584,94.5624,2015,7.1
Himachal Pradesh,31.1048,77.1734,2016,5.3
Sikkim,27.533,88.5122,2024,7.8
Andhra Pradesh,15.9129,79.74,2011,1.4
Andhra Pradesh,15.9129,79.74,2013,6.7
Manipur,24.6637,93.9063,2024,9.5
Himachal Pradesh,31.1048,77.1734,2014,6.0
Ladakh,34.1526,77.577,2018,4.5
Manipur,24.6637,93.9063,2017,7.7
Tamil Nadu,11.1271,78.6569,2011,7.2
Uttarakhand,30.0668,79.0193,2009,9.6
"Western Ghats, Karnataka",14.5204,75.7224,2024,1.7
"Western Ghats, Kerala",10.8505,76.2711,2023,5.1
Uttarakhand,30.0668,79.0193,2017,2.2
"Western Ghats, Karnataka",14.5204,75.7224,2024,9.9
"Western Ghats, Maharashtra",18.5204,73.8567,2005,6.2
Manipur,24.6637,93.9063,2007,3.4
Himachal Pradesh,31.1048,77.1734,2009,7.4
Jammu and Kashmir,33.7782,76.5762,2017,7.8
Tamil Nadu,11.1271,78.6569,2019,6.5
Arunachal Pradesh,27.1004,93.6167,2018,3.1
Tripura,23.9408,91.9882,2023,1.0
Andhra Pradesh,15.9129,79.74,2020,8.3
"Darjeeling, West Bengal",27.036,88.2627,2004,7.2
Uttarakhand,30.0668,79.0193,2008,5.8
Assam,26.2006,92.9376,2015,1.8
Manipur,24.6637,93.9063,2021,5.2
Arunachal Pradesh,27.1004,93.6167,2019,3.5
"Western Ghats, Karnataka",14.5204,75.7224,2005,5.0
Sikkim,27.533,88.5122,2011,5.9
Ladakh,34.1526,77.577,2016,2.7
Tamil Nadu,11.1271,78.6569,2011,2.3
Andhra Pradesh,15.9129,79.74,2020,5.1
"Western Ghats, Karnataka",14.5204,75.7224,2012,6.3
Arunachal Pradesh,27.1004,93.6167,2005,9.7
Arunachal Pradesh,27.1004,93.6167,2008,8.0
Himachal Pradesh,31.1048,77.1734,2011,1.8
Arunachal Pradesh,27.1004,93.6167,2015,6.6
"Darjeeling, West Bengal",27.036,88.2627,2009,1.3
Mizoram,23.1645,92.9376,2009,8.7
Tripura,23.9408,91.9882,2004,7.2
Arunachal Pradesh,27.1004,93.6167,2008,3.9
Sikkim,27.533,88.5122,2006,6.4
Andhra Pradesh,15.9129,79.74,2024,1.7
Tamil Nadu,11.1271,78.6569,2004,6.1
"Western Ghats, Maharashtra",18.5204,73.8567,2010,4.6
"Western Ghats, Kerala",10.8505,76.2711,2012,6.0
Nagaland,26.1584,94.5624,2014,7.8
Sikkim,27.533,88.5122,2024,6.3
Jammu and Kashmir,33.7782,76.5762,2020,7.8
"Darjeeling, West Bengal",27.036,88.2627,2013,1.9
Jammu and Kashmir,33.7782,76.5762,2023,3.5
Meghalaya,25.467,91.3662,2016,6.1
Uttarakhand,30.0668,79.0193,2024,7.9
Arunachal Pradesh,27.1004,93.6167,2022,9.5
Mizoram,23.1645,92.9376,2007,2.2
"Western Ghats, Karnataka",14.5204,75.7224,2006,9.9
Andhra Pradesh,15.9129,79.74,2022,7.1
"Western Ghats, Kerala",10.8505,76.2711,2006,2.7
Tamil Nadu,11.1271,78.6569,2010,2.7
"Darjeeling, West Bengal",27.036,88.2627,2023,2.7
"Western Ghats, Kerala",10.8505,76.2711,2015,8.7
Arunachal Pradesh,27.1004,93.6167,2004,4.9
"Darjeeling, West Bengal",27.036,88.2627,2013,3.3
Tamil Nadu,11.1271,78.6569,2023,3.9
Sikkim,27.533,88.5122,2015,6.5
Mizoram,23.1645,92.9376,2018,9.5
Arunachal Pradesh,27.1004,93.6167,2004,2.0
"Darjeeling, West Bengal",27.036,88.2627,2016,5.1
Assam,26.2006,92.9376,2005,8.0
Meghalaya,25.467,91.3662,2015,3.4
Tamil Nadu,11.1271,78.6569,2017,6.6
Sikkim,27.533,88.5122,2019,6.9
"Western Ghats, Kerala",10.8505,76.2711,2005,6.6
Manipur,24.6637,93.9063,2006,7.8
"Western Ghats, Karnataka",14.5204,75.7224,2010,8.6
Manipur,24.6637,93.9063,2014,8.2
"Western Ghats, Karnataka",14.5204,75.7224,2021,4.5
Nagaland,26.1584,94.5624,2015,2.6
"Darjeeling, West Bengal",27.036,88.2627,2009,5.6
Assam,26.2006,92.9376,2022,8.5
Assam,26.2006,92.9376,2010,5.5
"Western Ghats, Karnataka",14.5204,75.7224,2015,3.8
Mizoram,23.1645,92.9376,2012,5.0
Tamil Nadu,11.1271,78.6569,2019,7.5
"Western Ghats, Kerala",10.8505,76.2711,2009,2.1
"Western Ghats, Karnataka",14.5204,75.7224,2023,2.3
Arunachal Pradesh,27.1004,93.6167,2006,1.4
Jammu and Kashmir,33.7782,76.5762,2004,7.9
"Western Ghats, Karnataka",14.5204,75.7224,2014,9.8
Himachal Pradesh,31.1048,77.1734,2008,8.6
Mizoram,23.1645,92.9376,2005,2.7
"Western Ghats, Maharashtra",18.5204,73.8567,2009,1.3
Jammu and Kashmir,33.7782,76.5762,2013,7.4
Manipur,24.6637,93.9063,2011,6.5
Manipur,24.6637,93.9063,2010,6.9
Tamil Nadu,11.1271,78.6569,2019,9.3
Uttarakhand,30.0668,79.0193,2020,3.2
Jammu and Kashmir,33.7782,76.5762,2020,8.5
Uttarakhand,30.0668,79.0193,2016,3.7
"Darjeeling, West Bengal",27.036,88.2627,2006,2.8
Assam,26.2006,92.9376,2015,2.8
"Western Ghats, Maharashtra",18.5204,73.8567,2014,2.0
Uttarakhand,30.0668,79.0193,2006,9.4
Meghalaya,25.467,91.3662,2004,5.9
Arunachal Pradesh,27.1004,93.6167,2017,8.2
Tripura,23.9408,91.9882,2011,3.1
Arunachal Pradesh,27.1004,93.6167,2024,3.3
Tripura,23.9408,91.9882,2015,6.2
Sikkim,27.533,88.5122,2022,5.9
Ladakh,34.1526,77.577,2022,9.1
Meghalaya,25.467,91.3662,2012,9.2
Tripura,23.9408,91.9882,2011,1.3
Jammu and Kashmir,33.7782,76.5762,2011,5.5
Manipur,24.6637,93.9063,2011,6.2
Ladakh,34.1526,77.577,2012,1.4
Ladakh,34.1526,77.577,2016,7.9
"Darjeeling, West Bengal",27.036,88.2627,2006,3.8
Arunachal Pradesh,27.1004,93.6167,2017,4.7
Jammu and Kashmir,33.7782,76.5762,2010,2.5
"Western Ghats, Maharashtra",18.5204,73.8567,2020,8.0
Uttarakhand,30.0668,79.0193,2012,2.5
Meghalaya,25.467,91.3662,2013,3.4
Assam,26.2006,92.9376,2013,9.8
Sikkim,27.533,88.5122,2004,4.3
Sikkim,27.533,88.5122,2014,5.1
Sikkim,27.533,88.5122,2024,5.9
Sikkim,27.533,88.5122,2004,4.4
Tripura,23.9408,91.9882,2021,2.1
Meghalaya,25.467,91.3662,2007,8.9
Tamil Nadu,11.1271,78.6569,2005,2.2
Mizoram,23.1645,92.9376,2020,8.0
Andhra Pradesh,15.9129,79.74,2020,8.7
Ladakh,34.1526,77.577,2013,4.2
Tripura,23.9408,91.9882,2011,4.1
Assam,26.2006,92.9376,2019,7.9
"Western Ghats, Karnataka",14.5204,75.7224,2015,5.4
Andhra Pradesh,15.9129,79.74,2008,3.3
"Western Ghats, Maharashtra",18.5204,73.8567,2008,1.9
"Western Ghats, Karnataka",14.5204,75.7224,2021,2.9
Uttarakhand,30.0668,79.0193,2021,2.5
Sikkim,27.533,88.5122,2012,4.4
Assam,26.2006,92.9376,2014,1.6
"Western Ghats, Maharashtra",18.5204,73.8567,2022,5.6
Sikkim,27.533,88.5122,2019,1.6
Manipur,24.6637,93.9063,2018,4.4
Ladakh,34.1526,77.577,2004,5.3
"Western Ghats, Maharashtra",18.5204,73.8567,2004,3.4
Arunachal Pradesh,27.1004,93.6167,2015,7.1
"Western Ghats, Maharashtra",18.5204,73.8567,2010,4.3
"Western Ghats, Karnataka",14.5204,75.7224,2015,1.0
Ladakh,34.1526,77.577,2009,6.5
Manipur,24.6637,93.9063,2009,1.8
"Darjeeling, West Bengal",27.036,88.2627,2022,2.2
"Darjeeling, West Bengal",27.036,88.2627,2021,8.9
Mizoram,23.1645,92.9376,2021,7.8
"Western Ghats, Karnataka",14.5204,75.7224,2006,4.5
"Darjeeling, West Bengal",27.036,88.2627,2018,9.0
Himachal Pradesh,31.1048,77.1734,2024,3.3
"Western Ghats, Kerala",10.8505,76.2711,2004,3.1
"Western Ghats, Karnataka",14.5204,75.7224,2009,4.4
Uttarakhand,30.0668,79.0193,2004,2.3
Himachal Pradesh,31.1048,77.1734,2011,4.2
Nagaland,26.1584,94.5624,2005,7.1
Ladakh,34.1526,77.577,2022,1.1
