Location,Latitude,Longitude,Year,Magnitude
Himachal Pradesh,31.1048,77.1734,2013,3.0
Chhattisgarh,21.2787,81.8661,2006,5.4
Karnataka,15.3173,75.7139,2014,7.2
West Bengal,22.9868,87.855,2023,7.0
Chhattisgarh,21.2787,81.8661,2008,6.4
Maharashtra,19.7515,75.7139,2006,9.2
Punjab,31.1471,75.3412,2018,9.4
Chhattisgarh,21.2787,81.8661,2024,2.0
Andhra Pradesh,15.9129,79.74,2013,4.0
Odisha,20.9517,85.0985,2015,8.5
West Bengal,22.9868,87.855,2011,6.2
Andhra Pradesh,15.9129,79.74,2005,8.2
Maharashtra,19.7515,75.7139,2023,7.7
Assam,26.2006,92.9376,2017,1.6
Kerala,10.8505,76.2711,2007,4.2
Tamil Nadu,13.0827,80.2707,2007,1.8
Kerala,10.8505,76.2711,2023,9.5
Andhra Pradesh,15.9129,79.74,2015,8.0
Gujarat,22.2587,71.1924,2006,5.1
Jharkhand,23.6102,85.2799,2019,6.6
Karnataka,15.3173,75.7139,2021,9.4
Maharashtra,19.7515,75.7139,2015,5.7
Punjab,31.1471,75.3412,2020,9.3
Uttarakhand,30.0668,79.0193,2020,1.4
Himachal Pradesh,31.1048,77.1734,2023,5.2
Karnataka,15.3173,75.7139,2019,4.6
Karnataka,15.3173,75.7139,2009,2.0
Jharkhand,23.6102,85.2799,2023,5.7
Gujarat,22.2587,71.1924,2015,3.7
Uttarakhand,30.0668,79.0193,2011,7.8
Punjab,31.1471,75.3412,2013,4.9
Bihar,25.0961,85.3131,2009,4.2
Maharashtra,19.7515,75.7139,2024,5.3
Uttar Pradesh,26.8467,80.9462,2007,1.5
Kerala,10.8505,76.2711,2023,3.9
Kerala,10.8505,76.2711,2009,6.9
Maharashtra,19.7515,75.7139,2004,5.3
Uttarakhand,30.0668,79.0193,2016,7.7
Bihar,25.0961,85.3131,2010,5.3
Tamil Nadu,13.0827,80.2707,2009,4.3
Punjab,31.1471,75.3412,2023,3.7
Tamil Nadu,13.0827,80.2707,2016,2.9
Gujarat,22.2587,71.1924,2014,3.1
Uttarakhand,30.0668,79.0193,2009,4.4
Chhattisgarh,21.2787,81.8661,2018,6.8
West Bengal,22.9868,87.855,2014,2.9
West Bengal,22.9868,87.855,2004,1.8
Kerala,10.8505,76.2711,2004,2.4
Madhya Pradesh,23.2599,77.4126,2016,1.4
Himachal Pradesh,31.1048,77.1734,2004,6.5
Karnataka,15.3173,75.7139,2005,7.5
Tamil Nadu,13.0827,80.2707,2010,9.0
Karnataka,15.3173,75.7139,2023,5.2
Rajasthan,27.0238,74.2179,2019,3.1
Punjab,31.1471,75.3412,2006,4.0
West Bengal,22.9868,87.855,2021,4.8
Kerala,10.8505,76.2711,2008,8.3
Tamil Nadu,13.0827,80.2707,2017,7.5
Chhattisgarh,21.2787,81.8661,2016,2.2
Rajasthan,27.0238,74.2179,2022,5.0
Odisha,20.9517,85.0985,2012,2.8
Kerala,10.8505,76.2711,2009,5.1
Madhya Pradesh,23.2599,77.4126,2010,6.6
Uttar Pradesh,26.8467,80.9462,2012,7.1
Himachal Pradesh,31.1048,77.1734,2020,5.9
Odisha,20.9517,85.0985,2014,5.9
Bihar,25.0961,85.3131,2024,2.0
Rajasthan,27.0238,74.2179,2005,3.0
Kerala,10.8505,76.2711,2014,5.9
Karnataka,15.3173,75.7139,2010,5.9
Gujarat,22.2587,71.1924,2010,4.6
Odisha,20.9517,85.0985,2004,9.4
Odisha,20.9517,85.0985,2014,5.4
Uttarakhand,30.0668,79.0193,2024,9.1
Himachal Pradesh,31.1048,77.1734,2010,3.5
Karnataka,15.3173,75.7139,2024,2.9
Odisha,20.9517,85.0985,2019,5.2
Gujarat,22.2587,71.1924,2019,1.0
Maharashtra,19.7515,75.7139,2018,5.9
Chhattisgarh,21.2787,81.8661,2023,7.8
Assam,26.2006,92.9376,2008,3.3
Assam,26.2006,92.9376,2019,3.5
Punjab,31.1471,75.3412,2012,2.6
Bihar,25.0961,85.3131,2006,2.6
Punjab,31.1471,75.3412,2017,1.1
Maharashtra,19.7515,75.7139,2007,9.0
Tamil Nadu,13.0827,80.2707,2018,5.5
Chhattisgarh,21.2787,81.8661,2024,5.2
Kerala,10.8505,76.2711,2012,1.6
Assam,26.2006,92.9376,2021,3.6
Punjab,31.1471,75.3412,2007,9.4
Maharashtra,19.7515,75.7139,2006,2.2
Andhra Pradesh,15.9129,79.74,2021,9.7
Uttarakhand,30.0668,79.0193,2011,5.3
Maharashtra,19.7515,75.7139,2014,6.9
Gujarat,22.2587,71.1924,2022,5.5
Rajasthan,27.0238,74.2179,2005,7.8
Kerala,10.8505,76.2711,2010,2.1
Odisha,20.9517,85.0985,2017,3.1
Rajasthan,27.0238,74.2179,2024,7.4
Rajasthan,27.0238,74.2179,2006,7.3
Odisha,20.9517,85.0985,2022,5.4
Uttarakhand,30.0668,79.0193,2012,1.0
Punjab,31.1471,75.3412,2010,8.3
Gujarat,22.2587,71.1924,2019,4.5
Odisha,20.9517,85.0985,2011,8.5
Himachal Pradesh,31.1048,77.1734,2019,5.0
Karnataka,15.3173,75.7139,2022,7.2
Bihar,25.0961,85.3131,2023,1.4
Madhya Pradesh,23.2599,77.4126,2018,5.6
Uttarakhand,30.0668,79.0193,2012,8.3
Karnataka,15.3173,75.7139,2004,9.7
Chhattisgarh,21.2787,81.8661,2007,1.1
Kerala,10.8505,76.2711,2008,5.3
Kerala,10.8505,76.2711,2021,7.1
Himachal Pradesh,31.1048,77.1734,2020,2.1
Chhattisgarh,21.2787,81.8661,2010,8.7
Gujarat,22.2587,71.1924,2005,4.0
Tamil Nadu,13.0827,80.2707,2004,2.0
Rajasthan,27.0238,74.2179,2011,3.7
Tamil Nadu,13.0827,80.2707,2023,2.4
Odisha,20.9517,85.0985,2017,1.8
Andhra Pradesh,15.9129,79.74,2016,2.6
Madhya Pradesh,23.2599,77.4126,2022,7.5
Jharkhand,23.6102,85.2799,2022,3.9
Uttar Pradesh,26.8467,80.9462,2008,8.3
Uttarakhand,30.0668,79.0193,2015,4.7
Madhya Pradesh,23.2599,77.4126,2007,6.2
Himachal Pradesh,31.1048,77.1734,2005,5.4
Karnataka,15.3173,75.7139,2012,5.1
Punjab,31.1471,75.3412,2009,1.4
West Bengal,22.9868,87.855,2010,8.7
Kerala,10.8505,76.2711,2007,9.7
Himachal Pradesh,31.1048,77.1734,2021,8.2
Kerala,10.8505,76.2711,2017,4.3
Bihar,25.0961,85.3131,2020,7.0
Uttar Pradesh,26.8467,80.9462,2015,8.7
Bihar,25.0961,85.3131,2010,1.8
Chhattisgarh,21.2787,81.8661,2018,5.6
Chhattisgarh,21.2787,81.8661,2010,2.4
Chhattisgarh,21.2787,81.8661,2019,4.0
Uttarakhand,30.0668,79.0193,2009,7.2
Assam,26.2006,92.9376,2007,5.5
Odisha,20.9517,85.0985,2017,9.7
Madhya Pradesh,23.2599,77.4126,2013,6.1
Madhya Pradesh,23.2599,77.4126,2024,6.7
Jharkhand,23.6102,85.2799,2011,4.1
Kerala,10.8505,76.2711,2004,8.9
Punjab,31.1471,75.3412,2017,3.7
Uttar Pradesh,26.8467,80.9462,2004,9.3
Maharashtra,19.7515,75.7139,2013,3.3
Odisha,20.9517,85.0985,2016,1.4
Assam,26.2006,92.9376,2005,4.5
Himachal Pradesh,31.1048,77.1734,2007,4.5
Bihar,25.0961,85.3131,2009,2.2
Assam,26.2006,92.9376,2024,9.4
Assam,26.2006,92.9376,2008,1.7
Punjab,31.1471,75.3412,2020,5.9
Assam,26.2006,92.9376,2019,1.4
Karnataka,15.3173,75.7139,2012,6.8
Bihar,25.0961,85.3131,2023,4.5
Maharashtra,19.7515,75.7139,2013,7.2
Jharkhand,23.6102,85.2799,2019,7.0
Uttarakhand,30.0668,79.0193,2016,2.6
Odisha,20.9517,85.0985,2022,3.9
Rajasthan,27.0238,74.2179,2004,5.3
Gujarat,22.2587,71.1924,2012,1.0
Assam,26.2006,92.9376,2005,7.0
Assam,26.2006,92.9376,2010,2.6
Maharashtra,19.7515,75.7139,2010,8.5
Chhattisgarh,21.2787,81.8661,2021,3.0
Tamil Nadu,13.0827,80.2707,2014,3.4
Kerala,10.8505,76.2711,2024,5.8
Kerala,10.8505,76.2711,2004,1.6
Karnataka,15.3173,75.7139,2009,6.3
Kerala,10.8505,76.2711,2023,5.5
Madhya Pradesh,23.2599,77.4126,2020,4.9
Rajasthan,27.0238,74.2179,2006,7.3
Rajasthan,27.0238,74.2179,2018,3.9
Madhya Pradesh,23.2599,77.4126,2009,7.3
Uttar Pradesh,26.8467,80.9462,2005,3.3
Maharashtra,19.7515,75.7139,2019,3.6
Maharashtra,19.7515,75.7139,2013,2.3
Chhattisgarh,21.2787,81.8661,2018,5.0
Jharkhand,23.6102,85.2799,2004,3.0
Kerala,10.8505,76.2711,2010,4.4
Rajasthan,27.0238,74.2179,2005,9.2
Uttar Pradesh,26.8467,80.9462,2018,8.9
Bihar,25.0961,85.3131,2017,9.6
Kerala,10.8505,76.2711,2023,5.6
Rajasthan,27.0238,74.2179,2010,7.7
Assam,26.2006,92.9376,2011,9.7
Jharkhand,23.6102,85.2799,2007,8.3
Karnataka,15.3173,75.7139,2021,2.3
West Bengal,22.9868,87.855,2006,9.2
Assam,26.2006,92.9376,2006,7.4
Assam,26.2006,92.9376,2014,5.0
Uttar Pradesh,26.8467,80.9462,2019,7.4
Odisha,20.9517,85.0985,2005,9.4
Assam,26.2006,92.9376,2013,8.5
West Bengal,22.9868,87.855,2019,7.6
West Bengal,22.9868,87.855,2021,4.0
Tamil Nadu,13.0827,80.2707,2016,4.4
Jharkhand,23.6102,85.2799,2016,2.2
Gujarat,22.2587,71.1924,2005,9.5
Gujarat,22.2587,71.1924,2023,6.7
Bihar,25.0961,85.3131,2019,4.8
West Bengal,22.9868,87.855,2021,8.6
Assam,26.2006,92.9376,2008,9.4
Rajasthan,27.0238,74.2179,2010,2.8
Himachal Pradesh,31.1048,77.1734,2011,7.7
Rajasthan,27.0238,74.2179,2020,6.7
Assam,26.2006,92.9376,2005,9.3
West Bengal,22.9868,87.855,2006,9.7
Kerala,10.8505,76.2711,2010,3.6
Punjab,31.1471,75.3412,2016,5.1
Chhattisgarh,21.2787,81.8661,2014,8.4
Chhattisgarh,21.2787,81.8661,2011,9.4
Andhra Pradesh,15.9129,79.74,2005,2.1
Bihar,25.0961,85.3131,2019,2.4
Madhya Pradesh,23.2599,77.4126,2018,4.1
Chhattisgarh,21.2787,81.8661,2008,7.2
Bihar,25.0961,85.3131,2011,8.3
Jharkhand,23.6102,85.2799,2022,6.4
Karnataka,15.3173,75.7139,2010,7.3
Andhra Pradesh,15.9129,79.74,2014,4.4
Assam,26.2006,92.9376,2008,2.3
Rajasthan,27.0238,74.2179,2014,6.9
Madhya Pradesh,23.2599,77.4126,2012,2.8
Tamil Nadu,13.0827,80.2707,2024,1.3
Assam,26.2006,92.9376,2022,9.1
Tamil Nadu,13.0827,80.2707,2004,6.7
Kerala,10.8505,76.2711,2006,4.9
Jharkhand,23.6102,85.2799,2017,8.5
Assam,26.2006,92.9376,2023,8.0
West Bengal,22.9868,87.855,2021,5.7
Karnataka,15.3173,75.7139,2023,1.2
Madhya Pradesh,23.2599,77.4126,2015,8.7
Uttar Pradesh,26.8467,80.9462,2006,6.6
Maharashtra,19.7515,75.7139,2020,3.5
Assam,26.2006,92.9376,2006,2.7
Kerala,10.8505,76.2711,2021,1.6
Karnataka,15.3173,75.7139,2018,6.1
Andhra Pradesh,15.9129,79.74,2010,9.8
Maharashtra,19.7515,75.7139,2007,2.0
Chhattisgarh,21.2787,81.8661,2011,8.3
Jharkhand,23.6102,85.2799,2016,2.8
Rajasthan,27.0238,74.2179,2024,6.3
Uttarakhand,30.0668,79.0193,2005,5.5
Kerala,10.8505,76.2711,2023,8.9
Jharkhand,23.6102,85.2799,2020,2.8
Assam,26.2006,92.9376,2022,1.8
Gujarat,22.2587,71.1924,2014,4.8
Odisha,20.9517,85.0985,2022,5.9
Maharashtra,19.7515,75.7139,2009,2.8
Uttarakhand,30.0668,79.0193,2009,7.7
Maharashtra,19.7515,75.7139,2005,8.8
Gujarat,22.2587,71.1924,2021,5.0
Andhra Pradesh,15.9129,79.74,2008,2.3
Madhya Pradesh,23.2599,77.4126,2010,9.7
Maharashtra,19.7515,75.7139,2024,2.1
Tamil Nadu,13.0827,80.2707,2005,1.1
Odisha,20.9517,85.0985,2014,4.1
Kerala,10.8505,76.2711,2017,1.3
Madhya Pradesh,23.2599,77.4126,2018,2.6
Maharashtra,19.7515,75.7139,2020,2.9
Madhya Pradesh,23.2599,77.4126,2011,6.2
Tamil Nadu,13.0827,80.2707,2017,5.5
Punjab,31.1471,75.3412,2019,9.3
Assam,26.2006,92.9376,2014,3.3
Uttarakhand,30.0668,79.0193,2011,6.8
Rajasthan,27.0238,74.2179,2014,7.0
Madhya Pradesh,23.2599,77.4126,2006,5.4
Rajasthan,27.0238,74.2179,2019,9.5
Punjab,31.1471,75.3412,2015,7.5
Karnataka,15.3173,75.7139,2021,8.0
Jharkhand,23.6102,85.2799,2017,8.0
Bihar,25.0961,85.3131,2009,9.4
Tamil Nadu,13.0827,80.2707,2007,1.8
Maharashtra,19.7515,75.7139,2022,5.6
Uttarakhand,30.0668,79.0193,2024,5.3
Bihar,25.0961,85.3131,2006,2.3
Punjab,31.1471,75.3412,2023,9.0
Punjab,31.1471,75.3412,2010,9.9
Odisha,20.9517,85.0985,2008,2.0
Assam,26.2006,92.9376,2021,1.2
Chhattisgarh,21.2787,81.8661,2005,4.3
Andhra Pradesh,15.9129,79.74,2023,5.4
Karnataka,15.3173,75.7139,2021,7.8
Andhra Pradesh,15.9129,79.74,2011,2.4
Tamil Nadu,13.0827,80.2707,2011,9.9
Rajasthan,27.0238,74.2179,2024,8.0
Andhra Pradesh,15.9129,79.74,2022,2.0
Bihar,25.0961,85.3131,2006,7.1
West Bengal,22.9868,87.855,2023,3.5
Uttarakhand,30.0668,79.0193,2005,9.2
Karnataka,15.3173,75.7139,2016,8.1
Andhra Pradesh,15.9129,79.74,2004,2.4
Himachal Pradesh,31.1048,77.1734,2023,1.4
Tamil Nadu,13.0827,80.2707,2021,7.6
Rajasthan,27.0238,74.2179,2018,2.1
West Bengal,22.9868,87.855,2023,9.1
Karnataka,15.3173,75.7139,2012,1.5
Himachal Pradesh,31.1048,77.1734,2018,4.2
Bihar,25.0961,85.3131,2009,1.0
Madhya Pradesh,23.2599,77.4126,2010,8.4
Chhattisgarh,21.2787,81.8661,2015,5.5
Kerala,10.8505,76.2711,2013,4.4
Punjab,31.1471,75.3412,2005,9.5
Kerala,10.8505,76.2711,2008,7.6
West Bengal,22.9868,87.855,2004,3.9
Punjab,31.1471,75.3412,2008,7.8
Madhya Pradesh,23.2599,77.4126,2014,3.7
Punjab,31.1471,75.3412,2013,8.8
Bihar,25.0961,85.3131,2023,6.7
Maharashtra,19.7515,75.7139,2011,6.2
Kerala,10.8505,76.2711,2021,5.1
Himachal Pradesh,31.1048,77.1734,2019,9.1
Kerala,10.8505,76.2711,2004,2.7
Himachal Pradesh,31.1048,77.1734,2013,8.2
Kerala,10.8505,76.2711,2024,7.8
Kerala,10.8505,76.2711,2023,2.4
Madhya Pradesh,23.2599,77.4126,2023,3.1
Odisha,20.9517,85.0985,2013,2.5
Kerala,10.8505,76.2711,2012,9.0
Tamil Nadu,13.0827,80.2707,2008,8.9
Himachal Pradesh,31.1048,77.1734,2019,4.7
Assam,26.2006,92.9376,2020,9.3
Uttarakhand,30.0668,79.0193,2016,9.5
Rajasthan,27.0238,74.2179,2011,8.9
Uttar Pradesh,26.8467,80.9462,2010,2.5
Chhattisgarh,21.2787,81.8661,2016,9.1
Andhra Pradesh,15.9129,79.74,2004,10.0
West Bengal,22.9868,87.855,2021,2.9
Bihar,25.0961,85.3131,2019,3.4
Assam,26.2006,92.9376,2023,8.7
Jharkhand,23.6102,85.2799,2008,4.7
Maharashtra,19.7515,75.7139,2004,6.4
Uttar Pradesh,26.8467,80.9462,2005,3.8
Odisha,20.9517,85.0985,2008,1.2
Andhra Pradesh,15.9129,79.74,2009,6.4
Himachal Pradesh,31.1048,77.1734,2024,1.4
Assam,26.2006,92.9376,2009,1.6
Kerala,10.8505,76.2711,2018,1.7
Rajasthan,27.0238,74.2179,2014,5.2
Assam,26.2006,92.9376,2007,3.3
Odisha,20.9517,85.0985,2014,2.7
West Bengal,22.9868,87.855,2008,5.2
Madhya Pradesh,23.2599,77.4126,2008,1.7
Rajasthan,27.0238,74.2179,2006,7.4
Uttar Pradesh,26.8467,80.9462,2024,9.5
Punjab,31.1471,75.3412,2009,7.9
Tamil Nadu,13.0827,80.2707,2004,4.8
Rajasthan,27.0238,74.2179,2024,4.3
Himachal Pradesh,31.1048,77.1734,2005,4.1
Odisha,20.9517,85.0985,2011,1.7
Himachal Pradesh,31.1048,77.1734,2021,1.3
Maharashtra,19.7515,75.7139,2009,5.2
Assam,26.2006,92.9376,2005,2.2
Himachal Pradesh,31.1048,77.1734,2009,2.3
Tamil Nadu,13.0827,80.2707,2004,4.8
Chhattisgarh,21.2787,81.8661,2013,4.9
Assam,26.2006,92.9376,2006,1.5
Assam,26.2006,92.9376,2023,3.0
Assam,26.2006,92.9376,2008,7.9
Tamil Nadu,13.0827,80.2707,2004,1.2
Bihar,25.0961,85.3131,2010,1.9
Uttarakhand,30.0668,79.0193,2011,2.0
Kerala,10.8505,76.2711,2020,2.9
Maharashtra,19.7515,75.7139,2008,1.2
Assam,26.2006,92.9376,2016,1.2
Uttarakhand,30.0668,79.0193,2023,1.8
Chhattisgarh,21.2787,81.8661,2004,5.9
Uttarakhand,30.0668,79.0193,2004,8.9
Odisha,20.9517,85.0985,2022,6.3
Odisha,20.9517,85.0985,2023,1.6
Rajasthan,27.0238,74.2179,2014,10.0
Jharkhand,23.6102,85.2799,2017,8.9
Uttarakhand,30.0668,79.0193,2005,3.2
Uttarakhand,30.0668,79.0193,2012,5.7
Bihar,25.0961,85.3131,2013,6.3
Andhra Pradesh,15.9129,79.74,2023,4.2
Punjab,31.1471,75.3412,2019,6.4
Himachal Pradesh,31.1048,77.1734,2004,3.2
Assam,26.2006,92.9376,2017,7.2
West Bengal,22.9868,87.855,2019,3.6
Assam,26.2006,92.9376,2007,7.0
Kerala,10.8505,76.2711,2019,6.5
Gujarat,22.2587,71.1924,2008,8.3
Kerala,10.8505,76.2711,2023,1.1
Bihar,25.0961,85.3131,2013,2.9
Karnataka,15.3173,75.7139,2022,2.4
Assam,26.2006,92.9376,2009,9.8
Bihar,25.0961,85.3131,2007,7.1
Bihar,25.0961,85.3131,2009,3.2
Bihar,25.0961,85.3131,2020,1.8
Tamil Nadu,13.0827,80.2707,2014,4.2
Madhya Pradesh,23.2599,77.4126,2008,9.1
Karnataka,15.3173,75.7139,2018,3.1
Gujarat,22.2587,71.1924,2021,7.5
Gujarat,22.2587,71.1924,2018,1.3
Odisha,20.9517,85.0985,2008,4.9
Andhra Pradesh,15.9129,79.74,2010,3.3
Chhattisgarh,21.2787,81.8661,2014,3.4
Andhra Pradesh,15.9129,79.74,2020,9.9
Andhra Pradesh,15.9129,79.74,2018,6.2
Uttarakhand,30.0668,79.0193,2019,6.9
Kerala,10.8505,76.2711,2021,4.2
Tamil Nadu,13.0827,80.2707,2012,3.5
Punjab,31.1471,75.3412,2015,6.3
West Bengal,22.9868,87.855,2021,1.5
Uttar Pradesh,26.8467,80.9462,2005,1.0
Madhya Pradesh,23.2599,77.4126,2016,4.9
West Bengal,22.9868,87.855,2024,9.0
Jharkhand,23.6102,85.2799,2012,6.3
Odisha,20.9517,85.0985,2014,7.7
Bihar,25.0961,85.3131,2010,8.8
Odisha,20.9517,85.0985,2024,7.7
Karnataka,15.3173,75.7139,2020,9.1
Gujarat,22.2587,71.1924,2017,9.1
Karnataka,15.3173,75.7139,2019,1.2
Punjab,31.1471,75.3412,2007,2.5
Kerala,10.8505,76.2711,2008,6.9
Chhattisgarh,21.2787,81.8661,2019,10.0
Madhya Pradesh,23.2599,77.4126,2005,6.5
Uttar Pradesh,26.8467,80.9462,2015,5.8
West Bengal,22.9868,87.855,2014,6.2
Bihar,25.0961,85.3131,2019,3.9
Rajasthan,27.0238,74.2179,2006,8.6
Gujarat,22.2587,71.1924,2015,9.9
Jharkhand,23.6102,85.2799,2019,6.6
West Bengal,22.9868,87.855,2019,4.8
Odisha,20.9517,85.0985,2023,8.5
Gujarat,22.2587,71.1924,2005,3.8
West Bengal,22.9868,87.855,2005,5.5
Kerala,10.8505,76.2711,2014,1.4
Rajasthan,27.0238,74.2179,2011,4.5
Uttarakhand,30.0668,79.0193,2016,9.2
Tamil Nadu,13.0827,80.2707,2009,6.4
Kerala,10.8505,76.2711,2008,4.2
Tamil Nadu,13.0827,80.2707,2014,7.0
Bihar,25.0961,85.3131,2021,8.0
Maharashtra,19.7515,75.7139,2013,3.0
Odisha,20.9517,85.0985,2019,4.5
Maharashtra,19.7515,75.7139,2016,6.0
Uttar Pradesh,26.8467,80.9462,2009,4.7
Jharkhand,23.6102,85.2799,2014,2.3
Karnataka,15.3173,75.7139,2019,5.0
Bihar,25.0961,85.3131,2012,8.1
Jharkhand,23.6102,85.2799,2021,1.2
Uttar Pradesh,26.8467,80.9462,2022,1.9
Madhya Pradesh,23.2599,77.4126,2004,6.7
Bihar,25.0961,85.3131,2005,4.8
West Bengal,22.9868,87.855,2010,5.3
Chhattisgarh,21.2787,81.8661,2008,9.2
Kerala,10.8505,76.2711,2011,9.2
Tamil Nadu,13.0827,80.2707,2012,1.6
Odisha,20.9517,85.0985,2024,7.8
Punjab,31.1471,75.3412,2011,2.3
Gujarat,22.2587,71.1924,2022,3.2
Uttarakhand,30.0668,79.0193,2022,7.0
Chhattisgarh,21.2787,81.8661,2010,7.0
Maharashtra,19.7515,75.7139,2004,4.7
Uttarakhand,30.0668,79.0193,2024,8.5
Kerala,10.8505,76.2711,2011,4.0
Himachal Pradesh,31.1048,77.1734,2004,9.3
Assam,26.2006,92.9376,2016,9.9
Assam,26.2006,92.9376,2021,7.1
Bihar,25.0961,85.3131,2023,8.6
Bihar,25.0961,85.3131,2020,6.3
Punjab,31.1471,75.3412,2021,8.9
Himachal Pradesh,31.1048,77.1734,2023,6.1
Odisha,20.9517,85.0985,2021,2.3
Chhattisgarh,21.2787,81.8661,2014,7.0
Assam,26.2006,92.9376,2021,8.2
Madhya Pradesh,23.2599,77.4126,2020,2.5
Kerala,10.8505,76.2711,2009,5.6
Rajasthan,27.0238,74.2179,2005,3.8
Maharashtra,19.7515,75.7139,2006,8.3
Uttar Pradesh,26.8467,80.9462,2015,8.2
Uttar Pradesh,26.8467,80.9462,2011,2.9
Rajasthan,27.0238,74.2179,2013,1.4
Assam,26.2006,92.9376,2021,7.5
Bihar,25.0961,85.3131,2013,1.7
Karnataka,15.3173,75.7139,2022,1.4
Chhattisgarh,21.2787,81.8661,2018,6.1
Jharkhand,23.6102,85.2799,2021,3.2
Odisha,20.9517,85.0985,2016,1.7
Rajasthan,27.0238,74.2179,2005,8.9
Karnataka,15.3173,75.7139,2007,6.3
West Bengal,22.9868,87.855,2020,9.0
Assam,26.2006,92.9376,2024,2.1
Maharashtra,19.7515,75.7139,2016,5.6
Maharashtra,19.7515,75.7139,2017,2.9
Uttar Pradesh,26.8467,80.9462,2022,1.6
Uttar Pradesh,26.8467,80.9462,2009,4.9
Madhya Pradesh,23.2599,77.4126,2012,8.8
Assam,26.2006,92.9376,2009,7.3
Odisha,20.9517,85.0985,2013,7.1
Assam,26.2006,92.9376,2016,3.4
Bihar,25.0961,85.3131,2012,3.8
West Bengal,22.9868,87.855,2004,8.7
Uttar Pradesh,26.8467,80.9462,2006,3.2
Gujarat,22.2587,71.1924,2009,2.1
Chhattisgarh,21.2787,81.8661,2005,3.7
Tamil Nadu,13.0827,80.2707,2021,8.2
Maharashtra,19.7515,75.7139,2005,9.0
Uttar Pradesh,26.8467,80.9462,2009,4.5
Punjab,31.1471,75.3412,2010,3.0
Assam,26.2006,92.9376,2005,4.9
Uttar Pradesh,26.8467,80.9462,2005,8.5
Rajasthan,27.0238,74.2179,2020,3.7
Bihar,25.0961,85.3131,2009,8.0
West Bengal,22.9868,87.855,2012,2.9
Kerala,10.8505,76.2711,2004,9.5
Karnataka,15.3173,75.7139,2013,10.0
West Bengal,22.9868,87.855,2010,4.1
Jharkhand,23.6102,85.2799,2005,9.4
Maharashtra,19.7515,75.7139,2013,9.8
Uttar Pradesh,26.8467,80.9462,2009,3.6
Uttar Pradesh,26.8467,80.9462,2018,9.2
Himachal Pradesh,31.1048,77.1734,2019,5.8
Chhattisgarh,21.2787,81.8661,2018,2.3
Tamil Nadu,13.0827,80.2707,2019,6.5
Kerala,10.8505,76.2711,2015,6.0
Gujarat,22.2587,71.1924,2024,3.2
Uttar Pradesh,26.8467,80.9462,2007,1.4
Maharashtra,19.7515,75.7139,2024,5.0
Himachal Pradesh,31.1048,77.1734,2024,9.2
Andhra Pradesh,15.9129,79.74,2006,2.2
Kerala,10.8505,76.2711,2011,6.5
Gujarat,22.2587,71.1924,2022,2.0
Kerala,10.8505,76.2711,2015,5.7
Punjab,31.1471,75.3412,2007,7.9
Himachal Pradesh,31.1048,77.1734,2020,7.9
Madhya Pradesh,23.2599,77.4126,2010,1.6
Assam,26.2006,92.9376,2019,1.1
Assam,26.2006,92.9376,2023,10.0
Jharkhand,23.6102,85.2799,2017,3.2
Chhattisgarh,21.2787,81.8661,2022,5.0
Himachal Pradesh,31.1048,77.1734,2008,2.3
Odisha,20.9517,85.0985,2024,7.3
Andhra Pradesh,15.9129,79.74,2021,4.9
Andhra Pradesh,15.9129,79.74,2015,5.9
Karnataka,15.3173,75.7139,2024,5.2
Uttar Pradesh,26.8467,80.9462,2010,9.8
Assam,26.2006,92.9376,2009,7.1
Uttar Pradesh,26.8467,80.9462,2007,5.9
Andhra Pradesh,15.9129,79.74,2011,3.5
Kerala,10.8505,76.2711,2011,1.4
Karnataka,15.3173,75.7139,2011,1.3
Rajasthan,27.0238,74.2179,2006,2.0
Kerala,10.8505,76.2711,2018,4.7
Tamil Nadu,13.0827,80.2707,2024,8.5
Uttar Pradesh,26.8467,80.9462,2006,2.1
Tamil Nadu,13.0827,80.2707,2019,8.9
Odisha,20.9517,85.0985,2017,1.7
Tamil Nadu,13.0827,80.2707,2009,3.1
Jharkhand,23.6102,85.2799,2013,1.1
Assam,26.2006,92.9376,2017,9.8
Jharkhand,23.6102,85.2799,2012,2.5
Madhya Pradesh,23.2599,77.4126,2012,4.4
Maharashtra,19.7515,75.7139,2017,4.6
Rajasthan,27.0238,74.2179,2013,6.1
Odisha,20.9517,85.0985,2017,9.0
Chhattisgarh,21.2787,81.8661,2024,4.7
Maharashtra,19.7515,75.7139,2010,8.6
Bihar,25.0961,85.3131,2020,5.0
Odisha,20.9517,85.0985,2014,5.9
Kerala,10.8505,76.2711,2020,4.6
Chhattisgarh,21.2787,81.8661,2007,6.1
Maharashtra,19.7515,75.7139,2011,5.9
Assam,26.2006,92.9376,2011,8.9
West Bengal,22.9868,87.855,2004,6.4
Tamil Nadu,13.0827,80.2707,2013,7.2
Himachal Pradesh,31.1048,77.1734,2008,6.6
Uttarakhand,30.0668,79.0193,2024,3.2
Bihar,25.0961,85.3131,2007,3.4
West Bengal,22.9868,87.855,2015,2.4
Punjab,31.1471,75.3412,2009,4.2
Kerala,10.8505,76.2711,2023,5.8
Karnataka,15.3173,75.7139,2015,6.3
Himachal Pradesh,31.1048,77.1734,2013,6.0
Punjab,31.1471,75.3412,2016,4.6
Odisha,20.9517,85.0985,2009,2.5
Jharkhand,23.6102,85.2799,2005,2.5
